Food Name,Food Group,Food Sub Group,Per Serving Household Measure,Opta Type,Opta Place,GA Type,FoodType,FoodTypeValue,"Carbohydrates
(g)","Fats
(g)","Protein
(g)","Dietary 
Fibre
(g)","Trans Fats
(mg)",Energy,"Sodium 
(mg)","Carbohydrates
(kcal)","Fats
(kcal)","Protein
(kcal)",Total Calories (kcal)
Butter sugar roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (65g),Breakfast,,Meat,Bread,10,33.35,5.07,5.59,1.56,#N/A,200.85,185.25,152.20,23.14,25.51,200.85
Cappucino,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,1 portion (197g),Drink,,Drinks,Hot Drinks,1,10.44,1.58,5.32,1.97,0,76.83,63.04,46.26,7.00,23.57,76.83
Caramel macchiato,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Cold Drinks,2,50,26.3,17.3,0.3,0.3,523.85,217.1,279.83,147.19,96.82,523.85
Carbonara,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (394g),Main,,Meat,Cereal,20,64.22,44.72,20.88,4.73,1300,744.66,1083.5,368.37,256.52,119.77,744.66
Carrot juice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Cup (294g),Drink,,Drinks,Fruits/Juice,26,19.99,0.59,1.18,2.06,#N/A,91.14,194.04,83.73,2.47,4.94,91.14
"Carrot, green apple, orange juice",BEVERAGES,Non-alcoholic beverages,Cup (407g),Drink,,Drinks,Fruits/Juice,26,15.06,0,0.81,0,0,65.12,86.69,61.80,0.00,3.32,65.12
Celery juice,BEVERAGES,Non-alcoholic beverages,Cup (249g),Drink,,Drinks,Fruits/Juice,26,2.99,0.25,1.49,0,#N/A,29.76,219.12,18.81,1.57,9.37,29.76
Century egg porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (512.36g),Main,,Meat,Egg,9,34.12,4.71,11.43,2.51,#N/A,224.52,834.43,152.42,21.04,51.06,224.52
"Cereal, puffed rice with cocoa coating",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (45g),Breakfast,,Meat,Cereal,20,38.12,0.68,2.12,0.27,#N/A,165.9,266.4,154.55,2.76,8.60,165.90
"Cereal, rice and wheat flakes, sweetened",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (35g),Breakfast,,Meat,Cereal,20,23.24,0.77,6.65,0.91,#N/A,128.95,190.4,97.74,3.24,27.97,128.95
"Cereal, wheat bran flakes",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (39g),Breakfast,,Meat,Cereal,20,23.13,1.01,4.68,6.32,#N/A,132.99,148.2,106.73,4.66,21.60,132.99
"Cereal, wheat bran pellets",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (65g),Breakfast,,Meat,Cereal,20,26.65,3.19,8.71,19.5,#N/A,206.97,422.5,143.08,17.13,46.76,206.97
"Cereals, ready-to-eat, muesli, dried fruit and nuts",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (85g),Breakfast,,Meat,Cereal,20,59.93,4.17,8.25,6.21,0,289,196.35,239.39,16.66,32.95,289.00
Chao sheng mian,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (470g),Main,,Meat,Noodles,12,54.07,25.07,23.66,4.92,#N/A,536.59,1194.46,282.23,130.86,123.50,536.59
Char kway teow,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (384g),Main,,Meat,Noodles,12,76.03,38.4,22.66,7.3,0,744.96,1459.2,413.15,208.67,123.14,744.96
Char siew chee cheong fun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (80.5g),Side,,SideDish,Snacks,27,11.27,1.29,2.01,1.85,#N/A,65.03,204.47,50.30,5.76,8.97,65.03
Char siew fried rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (418g),Main,,Meat,Pork,6,66.04,20.06,15.88,4.18,#N/A,508.29,1621.84,329.16,99.98,79.15,508.29
Char siew rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (327g),Main,,Meat,Pork,6,91.23,16.35,23.54,5.89,#N/A,604.95,879.63,420.91,75.43,108.61,604.95
Chasoba,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (275g),Main,Japanese,Meat,Cereal,20,28.11,1.98,9.98,2.67,#N/A,170.23,556.88,119.42,8.41,42.40,170.23
Chawamushi,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Egg based dishes,Bowl-rice (11and 1/2 cm) (124g),Side,Japanese,Meat,Egg,9,2.64,7.94,8.44,0.72,#N/A,115.82,329.22,16.08,48.35,51.39,115.82
Chee cheong fun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (101.33g),Side,,SideDish,Dessert,24,25.64,2.23,2.53,1.22,#N/A,133.2,271.56,112.34,9.77,11.09,133.20
Cheese and ham bun,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Piece (85g),Breakfast,,Meat,Bread,10,30.6,9.95,9.86,3.4,0.14,250.75,587.35,152.21,49.49,49.05,250.75
Cheese bun,CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (56g),Breakfast,,Meat,Bread,10,26.6,7.67,6.16,1.23,0.03,199.92,265.44,131.53,37.93,30.46,199.92
"Cheese foam bubble tea, no topping, 0% sugar - LiHo",BEVERAGES,Non-alcoholic beverages,Cup (389g),Drink,,Drinks,Cold Drinks,2,7.78,15.56,3.11,0.78,80,182.83,313.15,53.78,107.56,21.50,182.83
"Cheeseburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (133g),Main,BurgerKing,Meat,Sandwich,18,27.81,19.7,19.95,3.72,#N/A,380.38,775.39,156.81,111.08,112.49,380.38
"Cheeseburger, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Whole (114g),Main,McDonalds,Meat,Sandwich,18,33,12,13.68,3,#N/A,297.54,720.48,167.33,60.85,69.37,297.54
"Cheesy BBQ Meltz, KFC",FAST FOODS,All fast food outlets in alphabetical order,Whole (200g),Side,KFC,Meat,Cheese,15,39.4,34.2,24,#N/A,0.6,558,1622,225.26,195.53,137.21,558.00
Chendol (2018),"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Bowl-dessert (15 cm) (420g),Side,,SideDish,Dessert,24,43.26,9.37,5.04,6.3,40,277.2,234.78,207.94,45.04,24.23,277.20
"Chendol, durian","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-dessert (15 cm) (398g),Side,,SideDish,Dessert,24,53.25,19.22,5.73,10.35,#N/A,408.75,169.15,278.34,100.46,29.95,408.75
"Chendol, mango","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-soup (16 and 1/2 cm) (383g),Side,,SideDish,Dessert,24,46.73,14.17,4.98,4.6,#N/A,333.21,210.65,236.35,71.67,25.19,333.21
Cheng tng,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-rice (11and 1/2 cm) (400g),Side,,SideDish,Dessert,24,41.2,0,2,2,0,188,20,179.30,0.00,8.70,188.00
Cheng tng (2018),"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Bowl-dessert (15 cm) (371g),Side,,SideDish,Dessert,24,30.05,0.26,1.11,1.11,70,126.14,13.54,120.64,1.04,4.46,126.14
"Cherries, sweet, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Cup (150g),Side,,Drinks,Fruits/Juice,26,21.61,0.27,1.43,2.84,#N/A,85.05,0,78.85,0.99,5.22,85.05
"Chicken Curry Pizza, Pizza Hut",FAST FOODS,All fast food outlets in alphabetical order,Slice (80g),Main,PizzaHut,Meat,Chicken,4,13.44,7.52,10.48,1.28,0.17,163.2,426.4,69.76,39.04,54.40,163.20
"Chicken Drumlets, Pizza Hut",FAST FOODS,All fast food outlets in alphabetical order,Piece (35g),Side,PizzaHut,Meat,Chicken,4,0.65,2.9,5.57,0.27,0.01,51.03,185.22,3.64,16.23,31.17,51.03
"Chicken Sandwich, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (232g),Main,BurgerKing,Meat,Chicken,4,50.92,35.73,30.16,5.57,0.44,663.52,1067.2,289.24,202.96,171.32,663.52
"Chicken Tenders, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (78g),Side,BurgerKing,Meat,Chicken,4,11.79,13,13.26,1.79,#N/A,225.42,623.22,69.85,77.02,78.56,225.42
Chicken and Mushroom Bun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Piece (93g),Breakfast,,Meat,Chicken,4,29.11,9.88,10.23,1.67,170,246.45,372.93,145.76,49.47,51.22,246.45
Chicken and mushroom noodles soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (653g),Main,,Meat,Chicken,4,43.75,6.53,28.73,4.57,#N/A,346.09,1782.69,191.64,28.60,125.85,346.09
Chicken briyani,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (400g),Main,,Meat,Chicken,4,83.6,28.5,31.92,6.84,#N/A,718.58,1356.6,417.12,142.20,159.26,718.58
Chicken chop with fried rice,CEREAL AND CEREAL PRODUCTS,Grains and flours,Plate-23cm (489g),Main,,Meat,Chicken,4,356.09,239.41,300.49,9.54,0.24,4800.81,10504.84,1907.97,1282.78,1610.06,4800.81
Chicken curry,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (706g),Side,,Meat,Chicken,4,50.98,61.53,52.15,14.65,#N/A,966.87,1722.78,299.35,361.30,306.22,966.87
Chicken curry noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (532g),Main,,Meat,Chicken,4,41.82,44.61,31.48,6.41,#N/A,694.52,2219.89,246.33,262.76,185.43,694.52
Chicken katsu curry omurice,MEAT AND MEAT PRODUCTS,"Poultry (chicken, duck, turkey, pigeon etc)",Plate-23cm (646g),Main,,Meat,Chicken,4,80.75,64.34,55.56,4.52,130,1124.04,2551.7,452.36,360.43,311.25,1124.04
Chicken katsu don,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-soup (16 and 1/2 cm) (626g),Main,,Meat,Chicken,4,97.66,40.82,41.32,5.63,0,920.22,2241.08,499.83,208.92,211.48,920.22
Chicken katsu with japanese curry and rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (300g),Main,,Meat,Chicken,4,33.3,36,30,4.5,0.09,576,1569,193.16,208.82,174.02,576.00
Chicken macaroni soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (483g),Main,,Meat,Chicken,4,30.91,1.45,15.46,0.97,#N/A,198.56,1709.82,128.35,6.02,64.19,198.56
"Chicken mushroom chowder, Pizza Hut (NNS)",FAST FOODS,All fast food outlets in alphabetical order,1 portion (240g),Side,PizzaHut,Meat,Chicken,4,13.68,10.56,7.2,3.36,#N/A,192,813.6,83.54,64.49,43.97,192.00
"Chicken nuggets, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Piece (17g),Side,McDonalds,Meat,Chicken,4,2.67,2.5,3.06,0.17,0.01,55.25,88.4,17.92,16.78,20.54,55.25
Chicken pau,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Whole (91g),Breakfast,,Meat,Chicken,4,22.75,10.19,8.1,1.37,#N/A,214.76,250.25,119.05,53.32,42.39,214.76
Chicken pie,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (93g),Breakfast,,Meat,Chicken,4,28.09,18.14,8.93,1.95,1.12,311.55,321.78,158.66,102.46,50.44,311.55
Chicken porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (510.8g),Main,,Meat,Chicken,4,20.94,5.62,11.75,0.01,#N/A,181.33,1307.65,99.11,26.60,55.62,181.33
Chicken rendang,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-16cm (116g),Main,,Meat,Chicken,4,4.87,16.94,19.84,0.35,#N/A,252.29,741.24,29.50,102.61,120.18,252.29
"Chicken rice, with skin removed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (365g),Main,,Meat,Chicken,4,84.1,21.75,25.72,3.15,#N/A,634.92,1035.54,405.84,104.96,124.12,634.92
"Chicken, breast, KFC, hot and crispy",FAST FOODS,All fast food outlets in alphabetical order,Piece (160g),Side,KFC,Meat,Chicken,4,12.38,24.2,27.66,1.6,0.07,355.26,666.85,68.46,133.83,152.97,355.26
"Chicken, breast, KFC, original recipe",FAST FOODS,All fast food outlets in alphabetical order,Piece (178g),Side,KFC,Meat,Chicken,4,9.18,19.6,37.26,1.13,#N/A,346.64,761.31,48.19,102.88,195.58,346.64
"Chicken, broilers or fryers, wing, meat only, cooked, fried, KFC (NNS)",FAST FOODS,All fast food outlets in alphabetical order,1 portion (172g),Side,KFC,Meat,Chicken,4,0.88,8.1,57.52,0,#N/A,321.64,135.88,4.26,39.18,278.21,321.64
"Chicken, colonel's crispy strips, KFC",FAST FOODS,All fast food outlets in alphabetical order,Gram (1g),Side,KFC,Meat,Chicken,4,0.19,0.19,0.19,0.01,0,3.23,8.65,1.08,1.08,1.08,3.23
"Chicken, drumstick, hot and crispy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (86g),Side,KFC,Meat,Chicken,4,5.92,12.8,13.59,0.2,0.02,167.81,246.62,30.75,66.48,70.58,167.81
"Chicken, thigh, hot and crispy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (142g),Side,KFC,Meat,Chicken,4,11.4,27.01,22.24,1.11,#N/A,347.15,522.57,65.25,154.60,127.30,347.15
"Chicken, thigh, original recipe, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (128g),Side,KFC,Meat,Chicken,4,9.05,20.6,22.27,1.22,0.01,286.2,467.71,49.89,113.55,122.76,286.20
"Chicken, wing, hot and crispy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (58g),Side,KFC,Meat,Chicken,4,4.56,13.3,8.82,0,0.01,144.58,205.85,24.71,72.07,47.80,144.58
"Chicken, wing, original recipe, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (53g),Side,KFC,Meat,Chicken,4,4.03,9.9,8.86,0,#N/A,119.23,227.18,21.08,51.79,46.35,119.23
Chilli crab,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Plate-23cm (300g),Main,,Meat,Seafood,23,7.35,12.75,16.95,0.02,#N/A,212.24,804,42.10,73.04,97.10,212.24
Chinese mutton soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (533g),Side,,Meat,Mutton,8,0,27.18,36.24,0,#N/A,389.09,1460.42,0.00,166.75,222.34,389.09
Chinese pear,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (169g),Side,,Drinks,Fruits/Juice,26,11.94,0.31,0.79,5.34,#N/A,53.34,6.29,48.84,1.27,3.23,53.34
Chinese rojak,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Plate-23cm (323g),Side,,SideDish,Dessert,24,63.85,21.48,16.29,6.84,#N/A,517.58,914.32,325.21,109.40,82.97,517.58
Chinese style chicken and corn soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (220g),Side,,Vegetables,Vegetables,13,8.71,5.5,5.79,0.75,#N/A,107.36,616.66,46.76,29.52,31.08,107.36
"Chipotle Southwest Sauce, Subway",FAST FOODS,All fast food outlets in alphabetical order,Dessertspoon (21g),Sauce,Subway,Meat,Sandwich,18,1,10,0,0,#N/A,95.97,215.04,8.72,87.25,0.00,95.97
"Chocolate Chunk Cookies, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),Side,Subway,SideDish,Snacks,27,30,10,1.8,1,#N/A,199.8,99.9,143.40,47.80,8.60,199.80
"Chocolate Cookies, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),Side,Subway,SideDish,Snacks,27,30.02,10,1.8,1,#N/A,210.15,149.85,150.85,50.25,9.05,210.15
Chocolate Croissant,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (83g),Breakfast,,SideDish,Dessert,24,41.67,20.5,6.23,0.83,160,375.99,296.31,229.06,112.69,34.25,375.99
Chocolate Lava Cake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",1 portion (128g),Side,,SideDish,Dessert,24,39.04,27.05,7.68,3.2,550,430.08,67.2,227.60,157.70,44.77,430.08
Chocolate chip frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Hot Drinks,1,61.5,32.9,14.75,0.8,#N/A,587.8,167.8,331.19,177.17,79.43,587.80
Chocolate chip frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Hot Drinks,1,60.8,35.2,14.8,0.8,0.17,606.05,169,332.56,192.54,80.95,606.05
Chocolate cream roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (65g),Breakfast,,Meat,Bread,10,32.18,4.68,5.59,1.69,#N/A,193.05,213.2,146.35,21.28,25.42,193.05
Chocolate eclair,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (50g),Side,,SideDish,Dessert,24,13.25,21.45,3.15,0.85,0.18,258,145.5,90.32,146.21,21.47,258.00
Chocolate milk bubble tea,BEVERAGES,Non-alcoholic beverages,Cup (484g),Drink,,Drinks,Cold Drinks,2,66.79,4.84,1.94,1.45,#N/A,319.44,19.36,290.00,21.02,8.42,319.44
Chrysanthemum tea,BEVERAGES,Non-alcoholic beverages,Bottle (500g),Drink,,Drinks,Cold Drinks,2,28.5,0,0,0,0,115,10.15,115.00,0.00,0.00,115.00
Chrysanthemum tea (reduced sugar),BEVERAGES,Non-alcoholic beverages,Packet (250g),Drink,,Drinks,Cold Drinks,2,16,0,0,0,#N/A,65.13,0,65.13,0.00,0.00,65.13
Citrus carbonated water,BEVERAGES,Non-alcoholic beverages,Can (120g),Drink,,Drinks,Cold Drinks,2,11.16,0,0,0,#N/A,43.63,18,43.63,0.00,0.00,43.63
"Clam chowder, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Bowl-rice (11and 1/2 cm) (253g),Side,LongJohnSilver,Meat,Sandwich,18,23.28,6.83,9.61,20.49,#N/A,193.04,834.9,113.14,33.19,46.70,193.04
Claypot chicken with dark soya sauce,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (120g),Main,,Meat,Chicken,4,1.24,7.85,14.1,1.42,#N/A,132,681.48,7.06,44.68,80.26,132.00
"Claypot noodles, with mixed vegetables","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (502g),Main,,Meat,Noodles,12,35.64,18.07,9.04,4.02,#N/A,341.36,1270.06,193.88,98.30,49.18,341.36
"Claypot rice with salted fish,chicken and chinese sausages","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (350g),Main,,Meat,Chicken,4,54.6,21.7,28.35,3.5,#N/A,527.1,1281,275.01,109.30,142.79,527.10
"Claypot rice, with mixed vegetable","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (407g),Main,,Vegetables,Vegetables,13,63.49,13.43,11.4,6.51,#N/A,419.21,1416.36,301.35,63.75,54.11,419.21
"Claypot rice, with stewed beef","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (407g),Main,,Drinks,Cold Drinks,2,85.88,17.91,34.19,4.07,#N/A,643.06,879.12,400.25,83.47,159.34,643.06
Coca Cola Coke,BEVERAGES,Non-alcoholic beverages,Can (330g),Drink,,Drinks,Cold Drinks,2,34.65,0,0,0,#N/A,132.63,36.3,132.63,0.00,0.00,132.63
Coca Cola Light,BEVERAGES,Non-alcoholic beverages,Can (330g),Drink,,Drinks,Cold Drinks,2,0.33,0,0.33,0,#N/A,3.3,19.8,1.65,0.00,1.65,3.30
Coconut water,BEVERAGES,Non-alcoholic beverages,Whole (250g),Drink,,Drinks,Cold Drinks,2,14,0,0,0,#N/A,54.97,2.5,54.97,0.00,0.00,54.97
Coffee and chocolate chip frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Hot Drinks,1,41.95,23.45,11.75,0.45,#N/A,416.85,142.2,226.66,126.70,63.49,416.85
Coffee and chocolate chip frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Mug (500g),Drink,,Drinks,Hot Drinks,1,41.25,28.85,11.95,0.45,#N/A,478,145.9,240.31,168.07,69.62,478.00
Coffee bun,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Piece (90g),Breakfast,,Meat,Bread,10,39.87,18.18,8.1,0.9,0.34,355.5,425.7,214.27,97.70,43.53,355.50
"Coleslaw, KFC",FAST FOODS,All fast food outlets in alphabetical order,Cup (80g),Side,KFC,Vegetables,Vegetables,13,7.7,7,1.6,1.6,0,98.4,39.2,46.48,42.26,9.66,98.40
Cooked brown rice beehoon,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (176g),Main,,Meat,Noodles,12,51.04,0,3.7,2.99,#N/A,218.24,14.26,203.49,0.00,14.75,218.24
"Corn Cup, 3Oz, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Cup (85g),Side,McDonalds,Vegetables,Vegetables,13,11,1,1.7,0,#N/A,60.35,159.8,48.46,4.41,7.49,60.35
"Corn Cup, 4.5Oz, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Cup (128g),Side,McDonalds,Vegetables,Vegetables,13,16,2,2.56,0,#N/A,89.6,240.64,69.73,8.72,11.16,89.60
Corn bread,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (40g),Breakfast,,Meat,Bread,10,18.6,0.88,3.8,0.88,#N/A,94,128.8,75.10,3.55,15.34,94.00
Crayfish hor fun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (602g),Main,,Meat,Cereal,20,70.11,17.73,12.18,7.43,#N/A,488.4,1467.5,342.35,86.58,59.48,488.40
Crayfish pasta,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Plate-23cm (562g),Main,,Meat,Noodles,12,73.06,36.14,31.47,6.74,60,741.84,1641.04,385.29,190.59,165.96,741.84
Cream of mushroom soup,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Bowl-soup (16 and 1/2 cm) (244g),Side,,Vegetables,Vegetables,13,7.81,4.95,2.93,0.98,70,87.84,622.2,43.72,27.71,16.40,87.84
Cream puff,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (34g),Side,,SideDish,Dessert,24,7.67,8.45,1.96,0.57,0.07,114.55,59.6,48.60,53.54,12.42,114.55
Creamy mushroom pasta,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (442g),Main,,Meat,Noodles,12,56.58,32.93,18.56,7.07,840,596.7,866.32,312.40,181.82,102.48,596.70
Cultured milk drink,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Bottle (131g),Drink,,Drinks,Milk,16,21.09,0.26,0.79,0,#N/A,89.08,18.34,84.86,1.05,3.18,89.08
"Cultured milk drink, reduced sugar",HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Dairy products,Bottle (65g),Drink,,Drinks,Milk,16,6.24,0.07,0.91,0.13,0,28.6,22.1,24.72,0.28,3.60,28.60
"Curry chicken with potato, skin removed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-rice (11and 1/2 cm) (220g),Side,,Meat,Chicken,4,10.06,15.36,18.15,3.54,#N/A,251.13,507.63,57.98,88.53,104.61,251.13
Curry fish head,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (1320.5g),Side,,Meat,Fish,3,41.53,77.45,77.45,15.71,#N/A,1183.06,4074.4,250.13,466.47,466.47,1183.06
"Dao xiao mian, beef, soup",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (990g),Main,,Meat,Beef,5,109.89,7.13,46.53,5.94,0,693,3078.9,465.63,30.21,197.16,693.00
Deep fried fish bee hoon soup with milk,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (800g),Main,,Meat,Fish,3,66.23,19.87,46.31,1.62,#N/A,641.52,2707.91,320.88,96.27,224.37,641.52
"Double Cheeseburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (225g),Main,BurgerKing,Meat,Sandwich,18,45.9,28.58,29.25,1.8,#N/A,564.75,1039.5,249.90,155.60,159.25,564.75
"Double Cheeseburger, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Whole (163g),Main,McDonalds,Meat,Sandwich,18,33.01,22.01,24.45,3.99,1.4,433.58,1080.69,180.10,120.08,133.40,433.58
"Double Chocolate Chip Cookies, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),Side,Subway,Meat,Sandwich,18,30,10,1.8,1,0.77,210.15,170.1,150.83,50.28,9.05,210.15
"Double Quarter Pounder with Cheese, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (280g),Main,McDonalds,Meat,Sandwich,18,38,47.99,53.2,8.99,#N/A,812,1178.8,221.68,279.96,310.36,812.00
Dragonfruit,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (300g),Side,,Drinks,Fruits/Juice,26,22.9,0.22,2.81,5.83,0,105.84,25.92,93.47,0.90,11.47,105.84
"Drumstick, meat only, skin & breading removed, KFC (NNS)",FAST FOODS,All fast food outlets in alphabetical order,Whole (95.5g),Side,KFC,Meat,Chicken,4,0,7.72,27.33,0,#N/A,186.23,91.68,0.00,41.02,145.21,186.23
"Drumstick, original recipe, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (63g),Side,KFC,Meat,Chicken,4,1.34,8.5,12.94,#N/A,#N/A,117.95,202.07,6.94,44.01,67.00,117.95
